hypernym(00260881,00260622).
member_meronym(11867525,11875100).
verb_group(02700104,02657219).
derivationally_related_form(06784639,00622384).
hypernym(04482543,02718811).
derivationally_related_form(00993014,00614224).
derivationally_related_form(02572119,00754280).
hypernym(13990064,13920835).
synset_domain_topic_of(01527877,08081668).
hypernym(05466005,05465868).
hypernym(01587575,01587062).
derivationally_related_form(14481929,00044353).
has_part(09102016,09340935).
verb_group(00682230,00681429).
derivationally_related_form(10016103,00592001).
derivationally_related_form(02168555,04593629).
derivationally_related_form(00318735,02079933).
has_part(08900535,09322930).
member_of_domain_usage(06845599,04135315).
derivationally_related_form(00180770,00601822).
hypernym(01661404,08103777).
has_part(09147046,09249418).
derivationally_related_form(07379094,01052301).
member_meronym(12651062,12651229).
hypernym(01929396,08102555).
derivationally_related_form(14864360,00991838).
verb_group(02523784,02523521).
hypernym(01858989,01507175).
hypernym(02920503,03385557).
derivationally_related_form(00041899,02210855).
derivationally_related_form(01156899,01087197).
hypernym(00749574,00732746).
hypernym(11947802,11669921).
derivationally_related_form(07131854,00978549).
derivationally_related_form(00445802,01419982).
hypernym(01856626,01855606).
member_of_domain_usage(06295235,04508489).
derivationally_related_form(02388950,01232412).
hypernym(04728068,05093890).
also_see(00249721,00081671).
hypernym(08078819,08208560).
hypernym(10435988,09835506).
derivationally_related_form(02679415,02324478).
derivationally_related_form(13479034,00058645).
hypernym(04807971,04807776).
hypernym(01202184,01201021).
hypernym(00879759,00877127).
derivationally_related_form(07371293,02180529).
hypernym(07163803,06876309).
member_meronym(02188065,02199712).
hypernym(12099803,11567411).
hypernym(12579242,11585340).
instance_hypernym(11154646,10020890).
hypernym(01678657,01676755).
derivationally_related_form(01165043,10036266).
hypernym(01556921,01850315).
hypernym(01736569,01657723).
instance_hypernym(09005712,08574314).
hypernym(05726345,00023271).
derivationally_related_form(15122231,00297906).
derivationally_related_form(05685030,00940214).
hypernym(14634591,14877585).
derivationally_related_form(01009240,10345804).
hypernym(14944888,14727670).
derivationally_related_form(02545272,01117164).
hypernym(04771332,04770211).
derivationally_related_form(05154908,02555434).
hypernym(00195617,01617192).
hypernym(01408958,01405044).
hypernym(06838112,06828818).
member_of_domain_usage(06845599,04535634).
derivationally_related_form(01662622,02692471).
synset_domain_topic_of(10501747,06053439).
hypernym(02397460,02397637).
derivationally_related_form(00829107,05854812).
hypernym(08406361,08240633).
hypernym(00701877,00701040).
derivationally_related_form(00443984,14480420).
derivationally_related_form(11480930,02180529).
derivationally_related_form(14414715,00494269).
hypernym(11841529,11565040).
hypernym(01286038,01285440).
also_see(01133876,01800349).
hypernym(01884834,01883513).
derivationally_related_form(00633265,10510339).
derivationally_related_form(06794666,01031109).
hypernym(01651293,01641914).
derivationally_related_form(07888909,00186001).
has_part(08801678,08804154).
member_meronym(11833208,11833373).
hypernym(15025397,14818238).
synset_domain_topic_of(00323532,06043075).
hypernym(09916209,09893015).
hypernym(02069569,01864707).
derivationally_related_form(00133668,01414916).
hypernym(08558155,08556491).
synset_domain_topic_of(06249177,08199025).
member_of_domain_region(08860123,10272171).
derivationally_related_form(00996485,10597234).
hypernym(07779747,07775905).
hypernym(03685962,03936895).
instance_hypernym(09053801,08695539).
derivationally_related_form(03153361,01517966).
has_part(09194357,09268592).
hypernym(00013615,00010435).
hypernym(01477394,01478002).
derivationally_related_form(02908217,00555780).
hypernym(06989146,06986894).
also_see(01214265,02569630).
hypernym(12347639,13112664).
instance_hypernym(08705251,08633957).
derivationally_related_form(06217103,02533907).
hypernym(08549070,08552138).
hypernym(06777687,06776138).
hypernym(02882483,03414162).
derivationally_related_form(01514655,02982232).
derivationally_related_form(00071803,14299070).
member_meronym(11778534,11788223).
hypernym(02381726,02383842).
hypernym(14600504,15047313).
derivationally_related_form(00781000,05051896).
hypernym(01802070,01801847).
derivationally_related_form(06399995,01699539).
derivationally_related_form(00072261,01537409).
derivationally_related_form(10773394,01974062).
member_meronym(11856981,11857528).
derivationally_related_form(00368592,02030424).
hypernym(13566535,13536016).
derivationally_related_form(03879116,01335588).
derivationally_related_form(00363260,00290302).
derivationally_related_form(00513401,00105778).
derivationally_related_form(10186774,01194418).
derivationally_related_form(13913566,02144644).
derivationally_related_form(01189604,01069980).
member_meronym(08295138,09014979).
derivationally_related_form(00835294,06757057).
derivationally_related_form(00519363,13471681).
has_part(09044862,09141526).
hypernym(07024929,07020895).
derivationally_related_form(00190999,13426376).
instance_hypernym(09371816,09411430).
derivationally_related_form(02017149,10764296).
derivationally_related_form(01172114,07883980).
instance_hypernym(08949737,08691669).
hypernym(02242293,01759182).
instance_hypernym(08832691,08832447).
derivationally_related_form(07522128,00917772).
hypernym(01393030,01391391).
derivationally_related_form(00007739,10783539).
derivationally_related_form(02325968,10592397).
derivationally_related_form(00880662,02150510).
hypernym(02112826,02084071).
instance_hypernym(08986066,08691669).
derivationally_related_form(06539770,00746718).
hypernym(04127633,04072193).
has_part(01861778,05254393).
instance_hypernym(02909543,03086183).
hypernym(05998356,05996646).
hypernym(11995683,11579418).
synset_domain_topic_of(02241911,00766234).
hypernym(08209687,08208016).
synset_domain_topic_of(01742556,00916464).
member_meronym(08841956,09712696).
derivationally_related_form(14966667,03845190).
member_meronym(12015384,12015525).
hypernym(05768806,05625465).
derivationally_related_form(00145218,01069391).
derivationally_related_form(10285762,02566528).
has_part(02913152,04298308).
synset_domain_topic_of(00083809,00612160).
synset_domain_topic_of(15037339,06051542).
derivationally_related_form(00394813,07374756).
hypernym(10058411,00007846).
member_meronym(02240706,02240852).
hypernym(09609232,00007846).
hypernym(12954634,13167078).
hypernym(01711662,01342529).
hypernym(01789386,01503061).
derivationally_related_form(01774136,07546465).
hypernym(02678663,02676054).
derivationally_related_form(07290905,00348746).
derivationally_related_form(07433662,00292672).
derivationally_related_form(01576478,00841091).
hypernym(01702331,00853633).
derivationally_related_form(01746605,05017230).
hypernym(12045514,12041446).
synset_domain_topic_of(01003588,00903559).
hypernym(11692265,13087625).
member_meronym(12619306,12629946).
hypernym(12166312,11567411).
member_meronym(08049401,08228665).
also_see(00439588,01336587).
derivationally_related_form(01493897,14425974).
synset_domain_topic_of(01706129,07020895).
derivationally_related_form(01817314,05979454).
derivationally_related_form(01067070,02428487).
derivationally_related_form(10533983,01048939).
hypernym(12811856,11566230).
hypernym(07383823,07371293).
hypernym(14522265,14522113).
hypernym(00782338,00766234).
derivationally_related_form(04835488,00931555).
derivationally_related_form(04682462,01538310).
member_meronym(12117507,12117695).
member_meronym(02051701,02051845).
derivationally_related_form(02662297,05864177).
derivationally_related_form(10170989,02850826).
hypernym(01489859,01489465).
derivationally_related_form(10562391,01111816).
derivationally_related_form(02731024,01758339).
hypernym(14938907,14944888).
synset_domain_topic_of(03762602,06234825).
hypernym(07404944,07363346).
derivationally_related_form(05642175,00061262).
hypernym(02131418,01862557).
hypernym(04134339,03964744).
hypernym(12618942,11534677).
has_part(03058726,03131038).
hypernym(01357507,02842303).
derivationally_related_form(02576503,09982152).
has_part(12371439,07763629).
derivationally_related_form(00211108,14040846).
member_meronym(08256735,09874862).
derivationally_related_form(04907575,01091844).
member_meronym(11793651,11793779).
hypernym(05648247,05644922).
hypernym(01162754,01158872).
synset_domain_topic_of(00789934,06272290).
derivationally_related_form(00237511,00375071).
member_meronym(02005598,02005790).
derivationally_related_form(00017222,11531090).
has_part(03816136,03308297).
synset_domain_topic_of(10523341,08199025).
derivationally_related_form(00122106,00949974).
derivationally_related_form(06722453,01009240).
hypernym(06804483,06804199).
derivationally_related_form(01430111,04784664).
hypernym(04643662,04643221).
derivationally_related_form(02373785,00156101).
hypernym(15236859,15236475).
member_of_domain_usage(06851742,02754421).
hypernym(12600888,11567411).
instance_hypernym(01298573,00956485).
member_of_domain_region(09044862,08168531).
derivationally_related_form(00277569,01577093).
hypernym(01289155,01285440).
hypernym(10129133,10247044).
instance_hypernym(08818444,08696931).
derivationally_related_form(03963028,01395049).
hypernym(00050652,00046534).
member_meronym(13224086,13224256).
instance_hypernym(10998651,10030277).
derivationally_related_form(01366653,14804175).
hypernym(13948026,13947415).
member_meronym(12039743,12077062).
hypernym(02761229,02760622).
derivationally_related_form(02461314,05186306).
hypernym(13630545,13601596).
derivationally_related_form(01873942,05579944).
hypernym(00636461,00633864).
derivationally_related_form(00562398,01147060).
derivationally_related_form(01001689,14051494).
derivationally_related_form(01128984,03139749).
derivationally_related_form(07491708,01190948).
has_part(15174218,15209706).
hypernym(13942104,13939892).
hypernym(00529400,00428270).
member_meronym(12914048,12914193).
member_meronym(02252039,02252226).
hypernym(06258228,06258031).
derivationally_related_form(02215001,00361192).
instance_hypernym(09064468,08665504).
hypernym(12170415,11575425).
hypernym(04002026,04074482).
hypernym(03350602,02776205).
hypernym(10527334,10503452).
hypernym(00533897,00126264).
hypernym(01161290,01158872).
derivationally_related_form(02546075,10183757).
member_meronym(12343306,12343480).
hypernym(04634540,04632157).
hypernym(00513401,00512843).
member_meronym(13143930,13144084).
derivationally_related_form(07500414,02453692).
hypernym(01669643,01675963).
member_of_domain_region(08798771,08037118).
hypernym(06201136,06196584).
derivationally_related_form(09826074,01153486).
member_of_domain_usage(06845599,14838217).
has_part(04530566,02880008).
also_see(02164402,01279978).
derivationally_related_form(04039041,01802689).
derivationally_related_form(01960911,10683349).
has_part(06149484,05994935).
hypernym(06598915,00033020).
derivationally_related_form(14395018,02074092).
derivationally_related_form(01782432,07521674).
derivationally_related_form(01061333,01017826).
member_meronym(12090041,12096798).
derivationally_related_form(02267060,13275288).
hypernym(01540449,00146138).
derivationally_related_form(02584097,00204439).
hypernym(02911485,03744840).
hypernym(02075462,02075049).
derivationally_related_form(04980008,01055073).
hypernym(13928388,00024720).
hypernym(00665079,00654885).
hypernym(07675262,07673397).
hypernym(09296121,09225146).
hypernym(11800799,11534677).
derivationally_related_form(00871942,05776015).
synset_domain_topic_of(10346514,06066555).
member_meronym(08273167,09977178).
hypernym(03716656,03178782).
has_part(05930136,05930736).
hypernym(00039488,00038849).
